Lake,BIOCON,AREA,DEPMAX,DEPMN,MAT,GDD,COND,DOC,SEC,TP,AP,AP_Flag,RICH,CBio1,CBio2,CBio3,CBio4,CBio5,CBio6,CBio7,CBio8,CBio9,CBio10,CBio11,CBio12,CBio13,CBio14,CBio15,CBio16,CBio17,CBio18,CBio19,CBio20,CBio21,CBio22,CBio23,CBio24,CBio25,CBio26,CBio27,CBio28,CBio29,CBio30,CPA1,CPA2,CPA3,CPA4,CPA5,CPA6,CPA7,CPA8,CPA9,CPA10,CPA11,CPA12,CPA13,CPA14,CPA15,CPA16,CPA17,CPA18,CPA19,CPA20,CPA21,CPA22,CPA23,CPA24,CPA25,CPA26,CPA27,CPA28,CPA29,CPA30,CPA31,CPA32,CPA33,CPA34,CPA35,CPA36,CPA37,CPA38,CPA39,CPA40,CPA41,CPA42,CPA43,CPA44,CPA45,CPA46,CPA47,CPA48,CPA49,CPA50,CPA51,CPA52,CPA53,CPA54,CPA55,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
549,-0.59,217,67.10,22.8,4.6,1688,21,3.3,5.8,5.5,7.65,0,7,0.5401,0.0369,0.2116,-0.0986,0.0688,0.3840,0.1590,0.0817,0.0274,0.1593,-0.0059,0.0658,0.0724,0.1519,0.0220,-0.0319,-0.0523,0.0084,-0.0976,0.0387,0.0468,-0.0222,0.0150,0.0239,-0.0102,-0.0148,0.0060,-0.0145,-0.0059,0.0163,0.3886,-0.0147,0.3063,-0.2893,-0.2042,0.1723,-0.1468,-0.2230,-0.1129,-0.0915,0.0533,0.0235,-0.1466,-0.1747,0.0938,-0.0220,-0.1911,0.0474,-0.1008,0.0147,-0.0427,-0.1192,0.0205,-0.0444,0.0336,-0.0072,0.0488,0.0096,0.0375,0.0954,-0.0513,0.0113,-0.0698,-0.0291,0.0069,0.0172,-0.0376,0.0293,0.0547,0.0232,0.0320,-0.0065,0.0145,0.0004,0.0008,0.0051,-0.0198,-0.0184,-0.0123,0.0324,0.0019,-0.0047,0.0027,-0.0042,0.0074,Kimball L.,17-6818-50232,605,615
550,-0.82,6763,70.10,22.2,4.7,1701,35,3.5,4.3,4.5,9.46,0,13,0.3707,0.0145,0.3913,-0.1486,0.1839,0.0336,0.1164,-0.1646,0.0934,0.3014,-0.0420,-0.0749,-0.0557,0.0791,0.0882,-0.0500,-0.0609,-0.0613,-0.0086,0.0346,-0.0201,-0.0145,0.0281,-0.0881,-0.0382,0.0507,-0.0199,0.0284,0.0133,-0.0216,0.0270,0.0867,0.4097,-0.1267,0.1150,0.0151,-0.1066,-0.1067,-0.0943,-0.1368,0.0953,-0.0900,-0.0475,0.0445,-0.2053,0.0133,0.0531,0.0592,-0.0818,0.1071,-0.0750,-0.0991,0.0826,-0.0759,0.0366,-0.0785,-0.0448,0.0087,0.0426,-0.0437,-0.0718,0.0928,-0.0508,0.0926,0.0127,0.0438,-0.0125,0.0598,-0.0467,0.0320,0.0090,-0.0365,0.0112,0.0130,-0.0011,0.0271,-0.0240,0.0008,-0.0053,0.0124,-0.0165,0.0040,-0.0108,-0.0178,-0.0072,Lake of Bays,17-6567-50131,606,616
551,-1.28,88,9.80,4.5,5.4,1818,47,5.4,3.3,9.3,86.47,0,8,0.0707,-0.3970,-0.1044,-0.0825,0.0704,0.1481,0.0715,-0.0613,-0.0453,0.0874,0.2224,-0.0948,-0.0166,0.0634,0.0746,-0.0107,-0.0052,-0.0254,0.1116,-0.0729,0.0011,-0.0188,0.0380,-0.0453,-0.1029,0.0324,-0.0418,0.0683,-0.0344,-0.0590,0.1996,-0.4337,-0.1154,-0.2017,0.0368,0.0767,0.0181,-0.1944,-0.0733,-0.0354,-0.0240,-0.1003,0.0129,-0.0039,-0.1459,0.1695,0.0822,-0.0373,-0.0287,0.0481,-0.0980,0.0259,0.2076,0.1265,0.1070,-0.1370,0.0114,0.0129,-0.0237,0.0914,0.0448,0.0272,0.0653,-0.1104,0.0622,-0.0637,0.0186,-0.0218,0.0117,0.0826,0.0047,0.0028,0.0236,-0.0190,0.0091,-0.0069,0.0041,-0.0081,-0.0069,-0.0087,0.0038,0.0048,-0.0085,-0.0069,0.0108,McKellar L.,17-5833-50403,607,617
552,-1.17,314,27.40,8.4,4.7,1716,37,5.5,3.7,6.7,11.59,0,13,0.4190,-0.2041,0.0055,-0.1222,0.1234,0.1142,0.0910,0.0820,0.0188,0.2200,-0.1611,-0.2414,-0.1940,-0.1575,-0.2409,-0.0939,0.0354,0.0552,-0.0737,0.0701,-0.0493,-0.0109,-0.0305,-0.0089,-0.0430,-0.0113,0.0021,0.0076,0.0326,0.0140,0.4517,-0.3323,0.2321,-0.0802,-0.0070,0.1910,-0.1195,0.0205,-0.0678,-0.0815,0.1361,0.1158,-0.0680,-0.0023,0.1469,0.0046,-0.0702,-0.0225,0.1187,0.0519,0.0820,0.0208,0.0739,0.0630,-0.1323,-0.0443,0.0302,0.1227,0.0169,-0.0184,-0.0546,-0.0356,-0.0804,0.0680,0.0550,0.0839,-0.0362,0.0770,0.0245,-0.0999,0.0292,-0.0379,-0.0374,0.0187,-0.0095,0.0062,0.0031,0.0027,-0.0027,-0.0100,0.0030,-0.0166,-0.0320,-0.0306,-0.0013,McKenzie L.,17-7331-50275,608,618
553,-1.28,44,12.20,4.2,4.7,1707,25,4.8,5.7,5.9,3.89,0,7,0.4792,0.3659,-0.4127,-0.1546,-0.0321,-0.0475,-0.0014,-0.1951,0.2421,-0.2149,0.0200,-0.0537,0.3041,-0.0702,-0.2391,-0.2049,-0.1433,0.0801,0.0486,-0.0019,-0.0922,-0.1972,0.0187,0.0822,-0.1689,0.2124,-0.0194,0.0134,0.1205,-0.0335,0.6591,0.1860,-0.2446,0.2749,0.2133,0.0591,0.2317,-0.0619,-0.0141,0.1054,0.1963,0.2472,0.0479,-0.0134,-0.0292,-0.0058,-0.0489,-0.0795,0.1021,0.0789,0.0986,0.1883,0.1308,-0.1625,0.1773,-0.0465,-0.0472,0.1347,-0.1585,0.0790,0.0688,-0.0519,0.1619,-0.1014,0.0473,0.0507,-0.0211,-0.0010,0.0073,0.0732,0.0075,0.0378,0.0277,0.0534,0.0370,-0.0449,0.0364,0.0378,0.0004,-0.0364,0.0476,0.0739,0.0108,0.0062,0.0162,Meach L.,17-7249-50200,609,619
554,-1.35,553,13.00,5.9,5.7,1943,324,5.6,6.0,4.8,9.61,1,13,0.0657,-0.4498,0.0515,-0.2808,0.0994,0.0472,0.0203,-0.0059,0.0598,0.1274,0.1543,0.0184,0.0114,0.0476,0.1094,0.0121,0.0022,-0.0145,0.0834,-0.0639,0.0033,0.0160,-0.0193,0.0009,-0.0029,-0.0307,0.0478,-0.0363,0.0529,-0.0604,0.0409,-0.4163,0.0076,0.0559,0.0663,0.0280,-0.0866,0.0207,0.1823,0.1147,0.0384,-0.2444,0.0001,0.0702,-0.1676,0.0662,-0.0780,-0.0027,0.1117,0.0421,0.0145,0.0457,0.0303,0.0627,0.0925,0.0343,0.0533,-0.0645,-0.0668,0.0296,0.0064,-0.0079,0.0027,-0.0873,0.0411,-0.0290,-0.0206,-0.0135,-0.0048,-0.0620,-0.0638,-0.0717,-0.0640,0.0104,0.0084,-0.0142,0.0115,0.0101,-0.0085,-0.0181,-0.0145,0.0084,-0.0155,-0.0139,0.0144,Mink L.,18-3401-50475,610,620
555,-1.05,12036,66.50,15.0,5.3,1768,50,4.3,3.5,7.5,4.36,0,15,0.0872,-0.2491,0.2636,-0.3675,0.0166,0.1851,-0.1180,0.1283,0.0424,0.2200,-0.0084,-0.1565,-0.0467,0.0177,0.0760,-0.0703,-0.1411,0.0225,-0.0311,-0.0366,0.1053,0.0178,-0.0381,0.0725,-0.0153,-0.0442,0.0261,-0.0289,0.0040,-0.0185,-0.0331,-0.2006,0.1715,-0.0570,-0.1871,-0.0107,0.0768,-0.0359,0.0381,-0.2061,0.0840,0.0441,-0.1353,0.0027,0.0067,0.0733,0.0620,0.0157,0.1629,0.1322,0.1043,0.1250,0.0000,0.0482,-0.0710,0.0355,0.0614,0.1701,-0.0365,-0.0820,0.1174,0.0150,-0.0691,-0.0467,-0.0771,0.0096,0.0045,-0.0484,-0.0236,0.0113,0.0075,0.0256,0.0169,0.0376,-0.0271,0.0149,0.0091,0.0056,0.0336,-0.0225,0.0136,-0.0023,-0.0018,-0.0175,-0.0247,"Muskoka, L.",17-6201-49898,612,622
556,-0.92,1215,64.00,17.9,5.8,1978,308,6.8,2.2,43.1,37.15,0,17,-0.0158,-0.2246,-0.0398,-0.1372,0.0879,0.2463,-0.1133,-0.0142,-0.0884,0.0650,-0.1970,-0.1777,-0.0935,-0.0895,-0.0427,0.0069,0.0349,0.0021,0.0426,-0.0068,-0.1001,-0.0050,-0.0788,0.1202,-0.0087,-0.0392,0.0214,0.0102,0.0434,-0.0397,0.2471,-0.3982,-0.0116,-0.0314,-0.2054,0.0664,0.0012,0.0772,0.1791,0.0668,0.0806,-0.1159,-0.0433,0.0166,0.0150,-0.0443,0.0645,0.1943,0.1218,0.0263,0.0722,0.0514,0.1203,-0.0510,-0.0450,-0.0360,0.0221,0.0976,-0.0158,-0.0427,0.0255,0.0433,0.0001,0.1556,0.0136,-0.0698,0.0356,0.0253,0.0147,-0.0851,-0.0645,-0.0802,-0.0417,-0.0250,0.0442,-0.0019,-0.0669,-0.0165,-0.0058,0.0380,0.1106,-0.0031,-0.0324,0.0450,0.0256,Muskrat L.1,18-3511-50603,613,623
557,-0.54,54,41.10,14.9,4.7,1727,17,2.3,7.1,4.1,9.61,1,6,0.5416,0.4412,-0.0038,0.0572,-0.0158,0.2231,-0.1938,0.1284,0.0483,-0.2419,0.0388,-0.1031,0.3278,-0.0151,-0.1858,0.0988,-0.0354,-0.1066,0.1145,0.0180,0.0329,0.0398,-0.0391,0.0905,-0.1190,0.3138,0.1839,-0.1214,0.1629,0.1320,0.5715,0.3865,-0.0818,-0.0485,-0.0947,-0.0094,0.3169,-0.1436,0.0256,0.3319,0.2468,0.1033,0.0907,-0.0716,0.0222,0.0792,0.1562,-0.0022,0.1186,0.1251,-0.0337,0.0276,0.0154,-0.1457,0.1334,0.2404,-0.0352,0.0886,0.0842,0.2047,-0.0724,-0.0108,0.0329,0.0258,-0.0853,0.0711,0.0053,-0.0089,-0.0565,-0.0794,0.0108,0.0025,-0.0057,0.0325,0.0032,-0.0175,0.0063,0.0788,0.0107,0.0227,0.0291,0.0804,0.0315,-0.0100,0.0174,North L.2,17-6403-50645,614,624
558,-1.09,283,38.10,9.2,6.0,1993,224,7.4,6.5,6.2,3.45,0,12,0.0687,-0.2912,-0.0464,-0.4540,0.0516,0.1128,-0.0189,-0.0843,-0.0548,-0.0573,0.0355,0.1482,-0.0257,-0.0346,0.0758,0.2649,-0.0071,-0.0376,-0.0427,-0.1098,-0.0231,-0.0228,0.0637,-0.1890,-0.0774,-0.0350,0.0062,-0.0586,0.0331,-0.0218,0.2831,-0.5087,-0.0739,-0.0801,0.0337,0.0438,0.0662,-0.0272,-0.0383,-0.0047,-0.0594,-0.1245,0.0157,-0.0262,-0.1136,0.1319,0.1038,0.0320,-0.0103,-0.0864,-0.1310,-0.1129,-0.1418,0.0355,0.1004,-0.0094,-0.1075,-0.1376,-0.0052,-0.1002,-0.1379,-0.1031,-0.1209,-0.0476,-0.0148,0.0118,-0.0379,-0.0122,-0.0348,-0.0830,0.0597,0.0582,0.0257,-0.0044,0.0075,0.0695,0.0512,0.0181,0.0431,-0.0091,0.0772,-0.0201,-0.0072,-0.0165,-0.0142,Norway L.,18-3652-50219,615,625
559,-1.43,1200,48.80,11.6,5.3,1785,92,4.2,4.3,6.7,12.16,0,13,0.3791,-0.4475,0.0470,-0.0966,-0.0774,-0.0075,0.1380,-0.0126,0.0901,-0.0012,0.1012,0.0723,-0.0261,-0.0217,-0.0835,-0.0832,0.0440,0.0081,0.2347,-0.1027,0.0312,-0.0045,0.0933,-0.1792,-0.0438,0.0060,-0.0295,0.0419,-0.0085,-0.0285,0.3699,-0.3467,0.2999,0.0896,0.0459,-0.2919,0.1366,0.0611,-0.0570,-0.0638,0.1106,-0.0370,0.0324,0.0582,0.0248,0.0153,-0.0766,-0.0868,0.0578,-0.0162,-0.0870,0.0254,-0.0531,0.0245,0.0994,-0.0901,0.0208,-0.0299,0.0088,0.0333,-0.0582,-0.0819,-0.0746,-0.0443,0.0330,0.0426,-0.0345,-0.0179,0.0052,-0.0240,0.0225,0.0272,0.0263,0.0507,-0.0667,-0.1046,-0.0519,-0.0176,-0.0670,0.0429,-0.0882,-0.0289,0.0933,0.1418,-0.0066,Paudash L.,17-7323-49829,616,626
560,-1.73,39,13.70,4.3,4.6,1728,15,3.0,2.6,6.2,5.30,0,6,0.4607,0.4071,-0.3922,-0.0391,-0.0193,-0.0503,0.0341,-0.1382,0.1487,-0.0839,0.0251,-0.0542,0.1235,-0.0069,-0.0452,-0.0867,-0.0541,-0.1679,-0.2386,-0.3703,-0.1170,0.4089,0.1816,0.1600,0.0253,0.1381,0.0429,-0.0297,0.0547,0.0600,0.6429,0.4912,-0.2346,0.2027,0.0868,0.0650,-0.1671,-0.0898,-0.0034,-0.0211,-0.2867,-0.0197,-0.2037,-0.0674,-0.0273,0.0591,0.0287,0.0810,-0.0007,-0.1111,0.0348,0.1327,-0.0560,0.0630,0.0581,-0.1210,0.1336,0.0115,0.0856,-0.0385,-0.1049,0.0190,0.0756,-0.0088,-0.0312,0.0215,-0.0353,0.0425,0.0684,-0.0337,0.0195,0.0222,0.0035,0.0503,0.0508,-0.0186,-0.0134,0.0225,-0.0024,0.0168,-0.0122,-0.0141,-0.0049,0.0062,-0.0056,Peyton L.,17-6436-50702,617,627
561,-1.07,519,38.10,8.6,4.7,1735,22,5.8,2.4,10.4,10.98,0,13,-0.0439,-0.4273,0.0586,-0.0028,-0.1630,-0.0528,0.2159,0.0349,-0.0079,-0.0527,0.0229,-0.0971,-0.0296,0.0080,0.0574,-0.0300,-0.0399,-0.0005,0.0394,-0.0127,0.0481,-0.0083,-0.0066,0.0721,-0.0605,0.0079,-0.0225,0.0117,-0.0364,0.0029,0.0413,-0.3452,0.1228,0.0543,0.0793,-0.0299,0.0438,-0.0632,-0.0468,-0.2766,0.0309,0.1441,0.0557,-0.0500,-0.0656,0.1789,0.0007,-0.2181,0.0406,0.0494,0.0117,0.1062,-0.0073,0.0814,-0.0067,0.0192,0.0390,-0.0380,-0.0501,0.0535,0.0237,0.0260,0.0429,-0.0398,-0.0074,-0.0301,-0.0052,-0.0007,0.0060,0.0965,0.0043,-0.0020,0.0085,0.0054,-0.0055,-0.0077,0.0063,0.0103,0.0091,0.0018,0.0133,-0.0079,-0.0115,-0.0002,-0.0053,Pickerel L.3,17-6320-50600,618,628
562,-1.43,395,40.00,10.6,4.8,1719,21,3.3,5.1,4.5,4.00,0,6,0.5289,-0.0444,0.3605,-0.5896,-0.0506,0.1362,-0.1194,0.0593,0.1301,0.2314,0.3069,-0.0408,0.0992,0.1241,0.1278,-0.0624,-0.0049,-0.0431,-0.0646,0.0417,0.1305,0.0269,0.0050,0.0819,0.0666,-0.0246,-0.0242,-0.0536,-0.0466,0.0491,0.4277,-0.2659,0.2186,-0.2379,-0.1945,-0.0592,0.0920,-0.0942,-0.0708,0.0539,-0.0012,-0.2079,-0.1044,-0.0337,0.1373,0.1339,-0.0962,-0.0156,-0.1562,-0.0401,0.0844,-0.0375,-0.0503,-0.2228,-0.0963,0.0904,0.1047,0.0303,-0.0306,0.0645,-0.0217,-0.0328,-0.0855,-0.0240,-0.0412,-0.0107,-0.0045,0.0039,0.0403,0.0197,0.0076,0.0383,0.0346,0.0153,-0.0129,0.0071,-0.0048,-0.0114,0.0065,0.0153,0.0157,-0.0011,0.0027,-0.0032,0.0061,Red Pine L.,17-6806-50080,619,629
563,-0.98,1178,80.50,20.6,4.9,1733,25,3.3,6.6,3.5,4.34,0,9,0.5564,0.0782,0.4344,-0.2590,0.0424,0.2501,-0.1132,0.1348,0.0730,0.1549,0.3103,0.0144,0.0267,0.0940,0.0701,-0.0489,-0.0744,-0.0805,-0.0274,0.0195,0.0451,-0.0340,0.0344,-0.0030,-0.0044,-0.0016,-0.0242,0.0177,-0.0152,0.0016,0.1693,0.0324,0.4034,-0.2439,0.0423,0.0729,0.0171,-0.0093,-0.0341,-0.0273,0.0055,-0.1961,0.0036,0.0502,-0.0926,0.0997,-0.1886,-0.1562,-0.0373,0.2342,-0.1130,-0.1838,-0.0249,-0.0871,0.2071,-0.0266,0.0722,-0.0699,-0.0129,0.0279,0.0050,0.0746,-0.0013,-0.0098,0.0178,-0.0409,-0.0350,0.0084,-0.0062,0.0560,-0.0092,-0.0074,0.0117,0.0176,0.0199,0.0271,-0.0237,-0.0093,-0.0114,0.0387,0.0020,0.0072,-0.0130,-0.0145,0.0194,Redstone L.,17-6934-50060,620,630
564,-1.47,2970,54.90,12.5,5.1,1840,56,6.0,3.8,8.6,3.46,0,19,0.1786,-0.4102,-0.0477,0.0613,0.1184,-0.0639,-0.1014,-0.0037,0.1264,0.1696,-0.1389,-0.3949,-0.2033,-0.1749,-0.1268,0.0542,-0.0154,-0.0031,-0.0035,0.0157,-0.0330,0.0015,-0.0146,0.0158,0.0039,0.0065,-0.0075,-0.0270,0.0072,0.0350,0.0061,-0.2254,0.0583,0.0875,-0.0087,0.2101,-0.1707,-0.0443,0.1951,-0.1116,0.0452,-0.0226,-0.0527,-0.0003,0.0044,0.0509,-0.1185,0.1921,0.1142,0.1355,0.1237,0.0235,0.0344,0.0447,-0.0373,0.0712,0.0036,0.0109,-0.0414,0.0211,0.0214,0.1159,0.0397,0.1041,-0.1310,-0.0534,0.0268,-0.0073,-0.0035,0.0503,0.0132,0.0363,0.0311,0.0155,0.0244,0.1287,0.0500,0.0652,-0.1821,-0.0624,-0.0293,-0.0131,-0.0182,0.0645,0.0205,Round L.,18-3030-50572,621,632
565,-1.47,101,13.00,6.1,4.9,1734,61,5.2,4.1,21.6,29.20,0,7,0.2813,0.1102,-0.0668,-0.5409,0.0370,0.1293,0.1198,-0.0778,0.1382,-0.0270,-0.2573,0.1942,0.0214,0.0499,-0.0337,0.0775,0.0571,-0.0431,0.4762,-0.2317,0.0201,0.0985,0.0542,-0.1220,0.2214,-0.1044,-0.0294,-0.1147,-0.0041,0.0626,0.4611,-0.4017,-0.0037,0.0297,0.1991,0.0767,0.0794,-0.0279,0.0823,0.0423,0.0636,0.1180,0.0070,0.2757,0.0054,0.2061,0.0165,-0.3346,0.0681,-0.1286,-0.0124,0.1711,0.0750,0.1177,-0.0605,-0.0640,-0.0159,-0.0581,-0.0608,0.0431,0.0625,0.0847,0.0859,-0.0469,-0.0566,0.0141,0.0470,-0.0425,0.0521,0.0334,0.0626,0.0236,0.0115,-0.0735,0.0409,0.0490,-0.0675,-0.0427,-0.0118,0.0508,0.0000,-0.0354,0.0104,-0.0433,-0.0039,Salmon Trout L.,18-2790-50077,622,633
566,-1.18,193,25.00,4.5,5.1,1760,19,4.4,4.3,4.5,3.79,0,15,0.3233,-0.2420,0.1349,-0.3262,-0.2367,0.0202,0.1471,-0.2147,0.0673,0.1049,0.0095,0.1091,0.0050,0.0010,0.0164,-0.1253,-0.0296,-0.0800,-0.0397,-0.1432,0.0066,0.1454,0.0495,0.0691,-0.0305,0.0216,0.0260,0.0525,-0.0526,-0.0926,0.1153,-0.3189,0.0297,0.2743,-0.0707,-0.2538,-0.0145,0.0610,-0.0437,-0.1281,0.0028,0.0647,-0.1344,0.0575,-0.0990,0.1826,-0.0350,-0.0803,-0.0229,0.1090,-0.0380,0.1411,-0.0092,-0.0078,0.0769,-0.0304,0.0597,-0.1061,-0.0024,0.0604,-0.0148,-0.0007,-0.0072,-0.0452,0.0382,-0.0095,-0.0421,0.0096,-0.0170,-0.0677,-0.0283,-0.0750,-0.0770,-0.0223,-0.0346,-0.0007,-0.0342,-0.1358,-0.0200,-0.1693,0.0119,0.0250,0.0074,0.0001,0.0088,Smoky L.,17-5585-50777,623,634
567,-1.33,46,26.00,8.6,5.7,1850,194,6.0,5.2,15.5,9.61,1,7,0.4515,-0.2981,0.0595,-0.2431,-0.0091,0.1399,0.0944,-0.0364,0.1639,0.1933,0.3909,0.0246,-0.0280,0.0177,0.0263,0.0423,-0.0083,-0.0313,0.0670,-0.0364,0.0288,-0.0017,-0.0033,0.0183,0.0913,-0.0415,0.0171,-0.0782,0.0203,0.0550,0.4518,-0.2778,0.2551,-0.1975,-0.1754,-0.0873,0.0736,-0.1364,-0.0700,0.0624,0.0692,-0.2504,-0.0401,0.0400,-0.0411,0.2798,-0.0727,-0.1134,-0.1459,-0.0553,-0.0144,-0.0496,-0.0672,-0.1060,-0.0187,0.0290,0.0374,-0.0305,0.0171,0.0093,-0.0321,0.0023,-0.0376,-0.0126,0.0040,-0.0817,-0.0076,-0.0009,0.0685,0.0436,0.0079,0.0291,0.0391,-0.0024,0.0053,0.0136,-0.0154,-0.0170,-0.0069,0.0278,0.0070,-0.0008,-0.0091,-0.0080,0.0094,Tallan L.,17-7329-49698,624,635
568,-1.15,355,27.50,12.0,5.2,1789,51,3.4,5.2,5.1,14.29,0,14,0.2392,-0.1329,0.4183,0.0543,-0.0945,-0.0427,0.1274,-0.0482,0.0728,0.1024,-0.0291,-0.2340,-0.0763,-0.1426,-0.0722,0.0229,0.1442,-0.0270,-0.0062,0.0031,-0.0383,-0.0305,0.0252,-0.0383,0.0083,0.0036,0.0174,-0.0034,0.0420,0.0032,-0.0068,-0.1577,0.2747,-0.1093,0.1422,-0.1020,0.0457,-0.0966,-0.0505,0.0792,0.0384,-0.2025,-0.0315,0.0725,-0.0590,0.0692,0.1782,-0.0237,-0.0145,0.0505,0.1293,-0.0208,-0.0307,-0.0228,-0.1487,-0.0454,-0.1556,-0.0098,0.1652,-0.1014,-0.0434,-0.0525,0.1050,0.0087,0.0006,-0.0088,0.0604,0.0284,-0.0454,0.0876,-0.0648,0.0114,-0.0286,-0.0221,-0.0087,0.0393,0.0016,0.0095,0.0258,-0.0187,0.0250,-0.0081,0.0087,0.0071,0.0034,Twelve Mile L.,17-6807-49881,625,636
569,-1.29,550,9.10,3.4,6.9,2008,288,5.9,2.6,7.7,10.20,0,14,0.3800,-0.5247,-0.1265,-0.0628,0.0340,-0.0552,0.1167,0.0426,0.0590,0.1217,-0.0026,0.1059,-0.0021,0.0270,-0.0125,0.0438,-0.0057,0.0188,0.1045,-0.0152,0.0029,-0.0104,-0.0186,0.0570,0.1166,0.0408,0.0310,0.0180,0.0496,-0.0563,0.4733,-0.3920,0.0363,0.2887,-0.0819,0.0320,-0.1675,-0.0034,0.1174,0.0272,0.2291,-0.0267,-0.0610,0.0699,-0.0635,-0.0099,-0.2096,0.0046,-0.0844,-0.0582,-0.0727,0.0025,0.0766,-0.0234,0.1139,0.0642,-0.0836,0.0572,0.0020,0.0850,-0.0270,0.0494,0.1050,0.0239,-0.0144,-0.1482,0.0088,-0.0030,-0.0035,-0.0785,-0.0118,-0.0876,-0.0173,0.0363,-0.0025,-0.0106,-0.0096,-0.0105,-0.0103,0.0096,-0.0265,0.0015,-0.0380,-0.0170,0.0236,Bass L.,17-6187-49397,626,637
570,-1.08,524,17.00,5.3,6.7,2012,376,9.5,3.0,26.7,68.50,0,14,0.1092,-0.5253,-0.1219,-0.0227,0.0839,0.0542,0.0555,-0.0451,-0.0336,-0.0658,-0.0410,-0.0279,-0.0211,0.0860,0.0151,-0.0158,-0.0056,0.0104,0.0546,0.0268,-0.0452,-0.0059,-0.0811,0.1898,-0.0381,0.0223,-0.0498,0.0485,-0.0692,0.0033,0.3008,-0.5082,-0.1011,0.0608,-0.0002,0.1053,0.0929,0.0780,-0.1685,-0.0129,-0.0950,0.0810,0.0919,0.0873,0.0632,-0.0439,-0.0263,0.0671,0.0136,-0.0805,0.1002,-0.0309,0.0809,-0.0089,0.0073,0.0086,0.0068,0.0193,-0.0306,0.0825,0.0631,0.0605,0.0600,0.0405,-0.0327,-0.0628,-0.0224,0.0950,0.0094,-0.0551,-0.0511,-0.1132,-0.0482,-0.0144,0.0354,0.0308,0.0220,-0.0194,0.0496,-0.0121,-0.1497,0.0967,-0.0151,-0.0169,-0.0964,"Belwood, L.",17-5535-48461,627,638
571,-1.04,159,16.80,4.3,6.1,1766,312,8.2,4.1,5.6,16.47,0,9,0.1328,-0.5937,-0.0806,0.0617,0.1212,-0.0326,0.1292,0.1703,0.0980,-0.0624,-0.0119,-0.1176,0.0299,0.1117,0.0413,-0.0094,0.0164,-0.0277,0.0306,-0.0095,0.0391,0.0113,0.0510,-0.0254,-0.0218,0.0101,-0.0256,-0.0213,-0.0461,0.0148,0.2848,-0.4049,0.0325,-0.0219,-0.0601,0.0757,-0.0690,-0.2244,0.1760,0.1385,-0.1007,-0.2371,0.0732,-0.0631,-0.0784,0.1962,-0.0419,-0.2606,-0.1377,-0.1065,-0.0559,-0.1118,-0.0139,0.0438,-0.0284,0.0328,-0.0089,0.0689,-0.0716,-0.0126,0.0820,-0.1095,0.0698,0.1513,-0.0699,0.0443,-0.0183,-0.0340,0.0631,0.0064,0.0093,0.0531,0.0109,-0.0090,0.0157,0.0079,-0.0126,0.0002,-0.0122,0.0254,0.0264,-0.0039,-0.0001,-0.0158,-0.0112,Cameron L.2,17-4561-50068,629,640
572,-1.62,208,15.20,4.3,7.1,1973,266,5.6,3.5,13.3,35.45,0,13,0.1553,-0.6524,-0.0955,-0.0255,0.0476,-0.0799,-0.0574,0.0464,0.0275,-0.0719,-0.0274,0.0336,0.0060,0.0077,-0.0393,-0.1315,0.0060,0.0307,0.0576,0.0333,0.0151,0.0132,-0.0062,0.0045,0.0023,-0.0251,-0.0041,-0.0423,-0.0178,0.0327,0.2542,-0.5406,-0.1604,0.0620,-0.0267,0.0777,0.0334,0.1501,-0.0422,0.0143,0.0796,0.0243,-0.1123,0.0373,0.0129,-0.0860,0.0127,0.0078,0.0187,0.0058,-0.0183,0.0650,0.0039,0.0239,0.0243,-0.0466,0.0177,-0.0733,-0.0829,0.0079,-0.0490,-0.0971,-0.0913,-0.0996,-0.0274,0.0844,-0.0386,-0.0140,-0.0420,-0.0429,0.0408,0.0349,0.0063,0.0349,-0.0388,-0.0348,0.0060,0.0070,0.0145,-0.0024,-0.0710,0.0162,0.0179,-0.0789,0.0044,Chesley L.,17-4822-49331,630,641
573,-1.74,4542,10.10,4.1,6.6,1977,368,4.4,5.5,8.0,13.02,0,12,0.2845,-0.5940,-0.0495,-0.1327,-0.0211,-0.1369,-0.0780,0.1167,0.0665,0.1706,0.0377,0.0592,0.0245,0.0317,0.0713,0.0412,0.0014,-0.0065,0.1427,-0.0299,-0.0387,0.0495,-0.0630,0.1272,0.0843,-0.0757,0.0066,-0.0722,-0.0028,0.0541,0.2352,-0.4586,-0.1025,0.0923,-0.0707,0.1358,-0.1108,-0.0361,-0.0038,-0.0437,0.0651,-0.0258,-0.1893,0.0728,-0.0661,-0.0966,0.0494,0.2281,0.0441,0.0359,-0.0777,-0.0331,0.0518,0.1183,-0.1448,0.1286,0.1527,0.0034,-0.0842,-0.0035,-0.0133,-0.0840,-0.0228,-0.0818,0.1307,-0.0230,0.0024,0.0350,0.0363,-0.0890,-0.0503,-0.1002,-0.1059,-0.0562,0.0632,0.0022,-0.1141,-0.0012,-0.0466,0.0837,0.1740,-0.0019,0.0250,0.0324,-0.0265,"Couchiching, L.",17-6286-49481,632,643
